CRITIC_RATING,region_sales_dim,DEVELOPER_ID (Custom SQL Query4),DEVELOPER_ID,DEVELOPER_NAME,EUROPE_SALES,FACT_ID,GAME_ID (Custom SQL Query2),GAME_ID,GAME_NAME,GENRE_ID (Custom SQL Query3),GENRE_ID,GENRE_NAME,GLOBAL_SALES,JAPAN_SALES,N_AMERICA_SALES,Number of Records,OTHER_SALES,PLATFORM_ID (Custom SQL Query5),PLATFORM_ID,PLATFORM_NAME,PUBLISHER_ID (Custom SQL Query6),PUBLISHER_ID,PUBLISHER_NAME,USER_COUNT,USER_RATING,YEAR_ID (Custom SQL Query1),YEAR_ID,YEAR_OF_RELEASE
,3,,,,0,13086,5096,5096,National Geographic Panda (JP sales),13,13,Simulation,0.01,0.01,0,1,0,45,45,DS,415,415,Ubisoft,,,38,38,2008
71,3,1094,1094,Indies Zero,0,13087,5352,5352,Electroplankton,11,11,Misc,0.03,0.02,0.01,1,0,45,45,DS,351,351,Nintendo,7,49,3,3,2005
62,3,1045,1045,Capcom,0.01,13088,5608,5608,One Piece Mansion,6,6,Action,0.02,0,0.01,1,0,34,34,PS,353,353,Capcom,0,12,11,11,2001
,3,,,,0,13089,5864,5864,Gegege no Kitarou 2: Youkai Gundan no Chousen,14,14,Role-Playi,1.25,1.25,0,1,0,54,54,NES,497,497,Namco Bandai Games,,,18,18,1987
,3,,,,0,13090,6120,6120,The IdolM@ster: Gravure For You! Vol. 6,6,6,Action,0.03,0.03,0,1,0,57,57,PS3,497,497,Namco Bandai Games,,,36,36,2012
,3,1132,1132,Ludia Inc.,0,13091,6376,6376,The Price is Right 2010 Edition,11,11,Misc,0.24,0,0.22,1,0.02,33,33,Wii,415,415,Ubisoft,0,,2,2,2009
,3,1132,1132,Ludia Inc.,0,13092,6376,6376,The Price is Right 2010 Edition,11,11,Misc,0.13,0,0.12,1,0.01,45,45,DS,415,415,Ubisoft,0,,2,2,2009
64,3,1265,1265,Ubisoft Quebec,0,13093,6632,6632,Cranium Kabookii,11,11,Misc,0.14,0,0.13,1,0.01,33,33,Wii,415,415,Ubisoft,5.4,9,19,19,2007
81,3,224,224,Maxis,0.2,13094,6888,6888,The Sims: Bustin' Out,13,13,Simulation,0.66,0,0.43,1,0.03,60,60,GC,349,349,Electronic Arts,9,30,29,29,2003
81,3,224,224,Maxis,0.14,13095,6888,6888,The Sims: Bustin' Out,13,13,Simulation,0.56,0,0.4,1,0.02,47,47,XB,349,349,Electronic Arts,8.9,26,29,29,2003
81,3,224,224,Maxis,1.19,13096,6888,6888,The Sims: Bustin' Out,13,13,Simulation,2.43,0,1.07,1,0.18,55,55,PS2,349,349,Electronic Arts,8.4,26,29,29,2003
,3,,,,0.35,13097,6888,6888,The Sims: Bustin' Out,13,13,Simulation,1.33,0,0.93,1,0.06,44,44,GBA,349,349,Electronic Arts,,,29,29,2003
,3,,,,0,13098,7144,7144,Choro Q3,2,2,Racing,0.26,0.24,0,1,0.02,34,34,PS,327,327,Takara,,,17,17,1998
,3,,,,0,13099,7400,7400,Genkai Tokki: Moero Crystal,14,14,Role-Playi,0.06,0.06,0,1,0,49,49,PSV,12,12,Compile Heart,,,28,28,2015
,3,1546,1546,Griptonite Games,0.08,13100,7656,7656,Ben 10 Ultimate Alien: Cosmic Destruction,4,4,Platform,0.32,0,0.22,1,0.03,45,45,DS,357,357,D3Publisher,0,,4,4,2010
,3,83,83,Papaya Studios,0.09,13101,7656,7656,Ben 10 Ultimate Alien: Cosmic Destruction,4,4,Platform,0.28,0,0.17,1,0.02,33,33,Wii,357,357,D3Publisher,0,,4,4,2010
,3,83,83,Papaya Studios,0.09,13102,7656,7656,Ben 10 Ultimate Alien: Cosmic Destruction,4,4,Platform,0.24,0,0.1,1,0.05,35,35,PSP,357,357,D3Publisher,0,,4,4,2010
51,3,83,83,Papaya Studios,0.06,13103,7656,7656,Ben 10 Ultimate Alien: Cosmic Destruction,4,4,Platform,0.18,0,0.1,1,0.02,37,37,X360,357,357,D3Publisher,5.3,5,4,4,2010
,3,83,83,Papaya Studios,0.06,13104,7656,7656,Ben 10 Ultimate Alien: Cosmic Destruction,4,4,Platform,0.22,0,0.13,1,0.04,55,55,PS2,357,357,D3Publisher,0,,4,4,2010
,3,83,83,Papaya Studios,0.08,13105,7656,7656,Ben 10 Ultimate Alien: Cosmic Destruction,4,4,Platform,0.24,0,0.12,1,0.04,57,57,PS3,357,357,D3Publisher,8.6,,4,4,2010
39,3,73,73,Eurocom Entertainment Software,0,13106,7912,7912,The Mummy: Tomb of the Dragon Emperor,6,6,Action,0.09,0,0.08,1,0.01,33,33,Wii,4,4,Vivendi Games,6.4,7,38,38,2008
38,3,73,73,Eurocom Entertainment Software,0.1,13107,7912,7912,The Mummy: Tomb of the Dragon Emperor,6,6,Action,0.25,0,0.12,1,0.03,55,55,PS2,4,4,Vivendi Games,6.8,7,38,38,2008
43,3,203,203,Artificial Mind and Movement,0,13108,7912,7912,The Mummy: Tomb of the Dragon Emperor,6,6,Action,0.09,0,0.08,1,0.01,45,45,DS,4,4,Vivendi Games,0,5,38,38,2008
,3,,,,0,13109,8168,8168,Gallop Racer Inbreed,10,10,Sports,0.02,0.02,0,1,0,55,55,PS2,132,132,Tecmo Koei,,,7,7,2006
,3,,,,0,13110,8656,8656,Mahjong Master,11,11,Misc,0.09,0.09,0,1,0,58,58,N64,205,205,Konami Digital Entertainment,,,16,16,1996
,3,,,,0.06,13111,9168,9168,SingStar Take That,11,11,Misc,0.45,0,0,1,0.39,55,55,PS2,417,417,Sony Computer Entertainment,,,2,2,2009
,3,,,,0.28,13112,9168,9168,SingStar Take That,11,11,Misc,0.31,0,0,1,0.03,57,57,PS3,417,417,Sony Computer Entertainment,,,2,2,2009
,3,,,,0.06,13113,9680,9680,Dora the Explorer: Super Star Adventures,5,5,Adventure,0.24,0,0.17,1,0,44,44,GBA,453,453,Game Factory,,,27,27,2004
70,3,840,840,Gearbox Software,0,13114,10192,10192,Duke Nukem 3D: 20th Anniversary World Tour,8,8,Shooter,0.03,0,0.02,1,0,38,38,XOne,275,275,Gearbox Software,0,4,33,33,2016
77,3,840,840,Gearbox Software,0,13115,10192,10192,Duke Nukem 3D: 20th Anniversary World Tour,8,8,Shooter,0.03,0,0.03,1,0.01,50,50,PS4,275,275,Gearbox Software,6.9,15,33,33,2016
85,3,202,202,Ubisoft Montreal,0.45,13116,10704,10704,Far Cry 2,6,6,Action,0.48,0,0.01,1,0.03,56,56,PC,415,415,Ubisoft,5.8,34,38,38,2008
85,3,202,202,Ubisoft Montreal,0.69,13117,10704,10704,Far Cry 2,6,6,Action,1.59,0.02,0.71,1,0.18,37,37,X360,415,415,Ubisoft,6.7,75,38,38,2008
85,3,202,202,Ubisoft Montreal,0.69,13118,10704,10704,Far Cry 2,6,6,Action,1.38,0.01,0.43,1,0.26,57,57,PS3,415,415,Ubisoft,6.4,49,38,38,2008
79,3,1031,1031,Software Creations,0.04,13119,11216,11216,2002 FIFA World Cup,10,10,Sports,0.19,0,0.14,1,0.01,47,47,XB,349,349,Electronic Arts,9,17,37,37,2002
78,3,1471,1471,EA Sports,0.01,13120,11216,11216,2002 FIFA World Cup,10,10,Sports,0.05,0,0.04,1,0,60,60,GC,349,349,Electronic Arts,7.7,9,37,37,2002
73,3,1471,1471,EA Sports,0.17,13121,11216,11216,2002 FIFA World Cup,10,10,Sports,0.59,0.16,0.21,1,0.06,55,55,PS2,349,349,Electronic Arts,5.6,19,37,37,2002
,3,,,,0,13122,4329,4329,E0: Enemy Zero,5,5,Adventure,0.41,0.41,0,1,0,52,52,SAT,352,352,Sega,,,16,16,1996
72,3,1079,1079,Nintendo,0.23,13123,4585,4585,Wii Fit U,10,10,Sports,0.85,0.21,0.35,1,0.05,39,39,WiiU,351,351,Nintendo,7.7,19,1,1,2013
,3,7,7,Storm City Games,0,13124,4841,4841,T.A.C. Heroes : Big Red One,12,12,Strategy,0.02,0,0.02,1,0,45,45,DS,24,24,Storm City Games,0,,4,4,2010
,3,,,,0,13125,5097,5097,Knights in the Nightmare: DHE Series Special Pack,14,14,Role-Playi,0.01,0.01,0,1,0,45,45,DS,32,32,Sting,,,38,38,2008
89,3,450,450,ArenaNet,0,13126,5353,5353,Guild Wars,14,14,Role-Playi,0.03,0,0.03,1,0,56,56,PC,434,434,NCSoft,8.4,53,3,3,2005
65,3,954,954,Shaba Games,0.17,13127,5609,5609,Razor Freestyle Scooter,10,10,Sports,0.46,0,0.26,1,0.03,34,34,PS,415,415,Ubisoft,0,11,10,10,1999
,3,,,,0,13128,5609,5609,Razor Freestyle Scooter,10,10,Sports,0.01,0,0.01,1,0,44,44,GBA,415,415,Ubisoft,,,11,11,2001
,3,,,,0.08,13129,5865,5865,Mega Man,4,4,Platform,0.81,0.27,0.45,1,0.01,54,54,NES,353,353,Capcom,,,18,18,1987
,3,,,,0,13130,6121,6121,Brothers Conflict: Passion Pink,6,6,Action,0.03,0.03,0,1,0,35,35,PSP,130,130,Idea Factory,,,36,36,2012
,3,,,,0.22,13131,6377,6377,Ashes Cricket 2009,10,10,Sports,0.23,0,0,1,0.01,33,33,Wii,128,128,Codemasters,,,2,2,2009
,3,,,,0.19,13132,6377,6377,Ashes Cricket 2009,10,10,Sports,0.2,0,0,1,0.01,37,37,X360,128,128,Codemasters,,,2,2,2009
,3,,,,0.15,13133,6377,6377,Ashes Cricket 2009,10,10,Sports,0.17,0,0,1,0.01,57,57,PS3,128,128,Codemasters,,,2,2,2009
,3,,,,0,13134,6633,6633,Jikkyou Powerful Pro Yakyuu Wii,10,10,Sports,0.14,0.14,0,1,0,33,33,Wii,205,205,Konami Digital Entertainment,,,19,19,2007
94,3,437,437,BioWare,0.44,13135,6889,6889,Star Wars: Knights of the Old Republic,14,14,Role-Playi,2.19,0,1.68,1,0.08,47,47,XB,2,2,Activision,9.2,72,29,29,2003
93,3,437,437,BioWare,0.1,13136,6889,6889,Star Wars: Knights of the Old Republic,14,14,Role-Playi,0.14,0,0.01,1,0.02,56,56,PC,495,495,LucasArts,9,33,29,29,2003
,3,,,,0,13137,7145,7145,Kidou Senshi Gundam: Giren no Yabou,12,12,Strategy,0.25,0.25,0,1,0,52,52,SAT,497,497,Namco Bandai Games,,,17,17,1998
,3,1075,1075,HB Studios Multimedia,0.02,13138,7401,7401,Rugby World Cup 2015,10,10,Sports,0.02,0,0,1,0,38,38,XOne,415,415,Ubisoft,4.3,,28,28,2015
25,3,1075,1075,HB Studios Multimedia,0.05,13139,7401,7401,Rugby World Cup 2015,10,10,Sports,0.06,0,0,1,0.01,50,50,PS4,415,415,Ubisoft,1.9,6,28,28,2015
,3,1075,1075,HB Studios Multimedia,0.01,13140,7401,7401,Rugby World Cup 2015,10,10,Sports,0.01,0,0,1,0,56,56,PC,415,415,Ubisoft,1.4,,28,28,2015
,3,1075,1075,HB Studios Multimedia,0.03,13141,7401,7401,Rugby World Cup 2015,10,10,Sports,0.03,0,0,1,0,37,37,X360,415,415,Ubisoft,8,,28,28,2015
,3,1075,1075,HB Studios Multimedia,0.01,13142,7401,7401,Rugby World Cup 2015,10,10,Sports,0.02,0,0,1,0,49,49,PSV,415,415,Ubisoft,0,,28,28,2015
,3,1075,1075,HB Studios Multimedia,0.05,13143,7401,7401,Rugby World Cup 2015,10,10,Sports,0.06,0,0,1,0.01,57,57,PS3,415,415,Ubisoft,0,,28,28,2015
58,3,235,235,"Image Epoch, Imageepoch",0.01,13144,7657,7657,Fate/Extra,14,14,Role-Playi,0.31,0.1,0.18,1,0.03,35,35,PSP,503,503,Marvelous Interactive,8.1,10,4,4,2010
,3,242,242,Black Lantern Studios,0.08,13145,7913,7913,Amazing Adventures: The Forgotten Ruins,5,5,Adventure,0.24,0,0.13,1,0.02,45,45,DS,447,447,PopCap Games,0,,38,38,2008
,3,,,,0,13146,8169,8169,Mai-Otome Hime: Otome Butou Shi,3,3,Fighting,0.02,0.02,0,1,0,55,55,PS2,40,40,Sunrise Interactive,,,7,7,2006
,3,,,,0,13147,8658,8658,Garou Densetsu 3: Road to the Final Victory,3,3,Fighting,0.05,0.05,0,1,0,52,52,SAT,394,394,SNK,,,16,16,1996
,3,,,,0,13148,9170,9170,Jump Start Pet Rescue,11,11,Misc,0.44,0,0.41,1,0.03,33,33,Wii,457,457,Knowledge Adventure,,,2,2,2009
,3,,,,0.05,13149,9682,9682,Bicycle Casino 2005,11,11,Misc,0.23,0,0.17,1,0.01,47,47,XB,92,92,Zoo Digital Publishing,,,27,27,2004
,3,,,,0,13150,10194,10194,Resident Evil 5 HD,6,6,Action,0.02,0,0.02,1,0,38,38,XOne,353,353,Capcom,,,33,33,2016
,3,,,,0,13151,10194,10194,Resident Evil 5 HD,6,6,Action,0.03,0,0.02,1,0.01,50,50,PS4,353,353,Capcom,,,33,33,2016
69,3,1099,1099,h.a.n.d. Inc.,0.43,13152,10706,10706,Active Life: Outdoor Challenge,10,10,Sports,1.54,0.19,0.78,1,0.14,33,33,Wii,262,262,Atari,8.1,6,38,38,2008
,3,,,,0.22,13153,11218,11218,Jampack Summer 2002,11,11,Misc,0.57,0,0.28,1,0.07,55,55,PS2,417,417,Sony Computer Entertainment,0,,37,37,2002
,3,,,,0,13154,2165,2165,Harukanaru Toki no Naka de 4,5,5,Adventure,0.07,0.07,0,1,0,55,55,PS2,132,132,Tecmo Koei,,,38,38,2008
,3,1638,1638,Hyper-Devbox,0,13155,2293,2293,Counter Force,8,8,Shooter,0.05,0,0.04,1,0,33,33,Wii,64,64,505 Games,0,,19,19,2007
,3,,,,0.2,13156,2421,2421,Conker: Live And Reloaded,5,5,Adventure,0.71,0,0.49,1,0.02,47,47,XB,358,358,Microsoft Game Studios,,,3,3,2005
57,3,417,417,From Software,0.01,13157,2549,2549,Kuon,5,5,Adventure,0.02,0,0.01,1,0,55,55,PS2,396,396,Indie Games,7.7,20,27,27,2004
,3,,,,0,13158,2677,2677,World Soccer Winning Eleven 2002,10,10,Sports,0.13,0.12,0,1,0.01,34,34,PS,205,205,Konami Digital Entertainment,,,37,37,2002
,3,,,,0,13159,2805,2805,Sega Rally Championship 2,2,2,Racing,0.41,0.41,0,1,0,51,51,DC,352,352,Sega,,,10,10,1999
,3,,,,0,13160,2933,2933,Persona,14,14,Role-Playi,0.45,0.42,0,1,0.03,34,34,PS,360,360,Atlus,,,22,22,1995
,3,,,,0,13161,3061,3061,Hyakka Hyakurou: Sengoku Ninpoujou,5,5,Adventure,0.02,0.02,0,1,0,49,49,PSV,357,357,D3Publisher,,,33,33,2016
,3,53,53,Game Machine Studios,0,13162,3189,3189,Monster High 13 Wishes,6,6,Action,0.02,0,0.02,1,0,39,39,WiiU,213,213,Little Orbit,5.5,,1,1,2013
,3,53,53,Game Machine Studios,0.02,13163,3189,3189,Monster High 13 Wishes,6,6,Action,0.02,0,0,1,0,61,61,3DS,213,213,Little Orbit,0,,1,1,2013
,3,,,,0,13164,3317,3317,Atari's Greatest Hits: Volume 2,11,11,Misc,0.06,0,0.05,1,0,45,45,DS,262,262,Atari,,,20,20,2011
,3,,,,0,13165,3445,3445,King of Fighters 2002: Unlimited Match Tougeki Ver.,3,3,Fighting,0.01,0.01,0,1,0,55,55,PS2,376,376,SNK Playmore,,,4,4,2010
,3,464,464,Gameloft,0.4,13166,3573,3573,TV Show King Party,9,9,Puzzle,0.66,0,0.18,1,0.08,33,33,Wii,415,415,Ubisoft,0,,38,38,2008
75,3,759,759,"Lancarse, Atlus",0.02,13167,3701,3701,Etrian Odyssey,14,14,Role-Playi,0.33,0.09,0.19,1,0.02,45,45,DS,351,351,Nintendo,8.5,30,19,19,2007
,3,,,,0,13168,3829,3829,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no,5,5,Adventure,0.1,0.1,0,1,0,35,35,PSP,417,417,Sony Computer Entertainment,,,7,7,2006
84,3,1079,1079,Nintendo,0,13169,3957,3957,Classic NES Series: Super Mario Bros.,4,4,Platform,1.43,1.39,0,1,0.03,44,44,GBA,351,351,Nintendo,8.6,14,27,27,2004
53,3,344,344,Paradigm Entertainment,0.03,13170,4085,4085,The Terminator: Dawn of Fate,6,6,Action,0.15,0,0.11,1,0.01,47,47,XB,262,262,Atari,5.2,19,37,37,2002
58,3,344,344,Paradigm Entertainment,0.16,13171,4085,4085,The Terminator: Dawn of Fate,6,6,Action,0.41,0,0.2,1,0.05,55,55,PS2,262,262,Atari,5.7,17,37,37,2002
,3,,,,0,13172,4330,4330,Nonomura Byoin no Hitobito,5,5,Adventure,0.36,0.36,0,1,0,52,52,SAT,484,484,Elf,,,16,16,1996
,3,,,,0.22,13173,4586,4586,Mario & Sonic at the Sochi 2014 Olympic Winter Games,10,10,Sports,0.78,0.13,0.37,1,0.06,39,39,WiiU,351,351,Nintendo,,,1,1,2013
,3,,,,0,13174,4842,4842,Nisenochigiri,5,5,Adventure,0.02,0.02,0,1,0,35,35,PSP,130,130,Idea Factory,,,4,4,2010
97,3,1079,1079,Nintendo,3.35,13175,5098,5098,Super Mario Galaxy,4,4,Platform,11.35,1.2,6.06,1,0.74,33,33,Wii,351,351,Nintendo,8.9,73,19,19,2007
,3,900,900,Frame Studios Interactive,0.01,13176,5354,5354,Marble Madness / Klax,9,9,Puzzle,0.03,0,0.02,1,0,44,44,GBA,92,92,Zoo Digital Publishing,0,,3,3,2005
67,3,807,807,Planet Interactive,0,13177,5610,5610,Planet Monsters,6,6,Action,0.01,0,0.01,1,0,44,44,GBA,328,328,Titus,0,9,11,11,2001
,3,,,,0.31,13178,5866,5866,Metroid,6,6,Action,2.73,1.04,1.33,1,0.05,54,54,NES,351,351,Nintendo,,,6,6,1986
,3,,,,0,13179,6122,6122,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,6,6,Action,0.02,0.02,0,1,0,35,35,PSP,422,422,5pb,,,36,36,2012
,3,,,,0,13180,6378,6378,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,5,5,Adventure,0.23,0.23,0,1,0,35,35,PSP,497,497,Namco Bandai Games,,,2,2,2009
71,3,837,837,Kush Games,0.01,13181,6634,6634,NHL 2K8,10,10,Sports,0.13,0,0.11,1,0.01,37,37,X360,496,496,Take-Two Interactive,7.4,43,19,19,2007
74,3,837,837,Kush Games,0.01,13182,6634,6634,NHL 2K8,10,10,Sports,0.09,0,0.08,1,0.01,57,57,PS3,496,496,Take-Two Interactive,0,24,19,19,2007
75,3,426,426,Omega Force,0.03,13183,6890,6890,Dynasty Warriors 4,6,6,Action,0.16,0,0.12,1,0.01,47,47,XB,132,132,Tecmo Koei,8.8,18,29,29,2003
78,3,426,426,Omega Force,0.21,13184,6890,6890,Dynasty Warriors 4,6,6,Action,2.11,1.13,0.63,1,0.13,55,55,PS2,132,132,Tecmo Koei,9.3,24,29,29,2003
,3,,,,0.1,13185,7146,7146,Evil Zone,3,3,Fighting,0.25,0,0.14,1,0.02,34,34,PS,328,328,Titus,,,17,17,1998
,3,,,,0,13186,7402,7402,Luminous Arc Infinity,6,6,Action,0.05,0.05,0,1,0,49,49,PSV,282,282,Marvel Entertainment,,,28,28,2015
,3,,,,0.01,13187,7658,7658,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,12,12,Strategy,0.31,0.09,0.18,1,0.02,45,45,DS,205,205,Konami Digital Entertainment,,,4,4,2010
52,3,8,8,Compile Heart,0.02,13188,7914,7914,Cross Edge,14,14,Role-Playi,0.23,0.05,0.14,1,0.02,57,57,PS3,59,59,Nippon Ichi Software,7.2,32,38,38,2008
,3,,,,0,13189,8170,8170,Zoids Dash,14,14,Role-Playi,0.02,0.02,0,1,0,45,45,DS,454,454,Tomy Corporation,,,7,7,2006
,3,,,,0.01,13190,8660,8660,BRAHMA Force: The Assault on Beltlogger 9,8,8,Shooter,0.03,0,0.02,1,0,34,34,PS,241,241,JVC,,,16,16,1996
,3,,,,0.36,13191,9172,9172,Dance Party: Pop Hits,11,11,Misc,0.38,0,0,1,0.02,33,33,Wii,278,278,Nordic Games,,,2,2,2009
61,3,400,400,Aki Corp.,0.02,13192,9684,9684,Galactic Wrestling: Featuring Ultimate Muscle,3,3,Fighting,0.22,0.17,0.03,1,0.01,55,55,PS2,497,497,Namco Bandai Games,8,12,27,27,2004
,3,,,,0,13193,10196,10196,Reco Love: Blue Ocean,5,5,Adventure,0.02,0.02,0,1,0,49,49,PSV,6,6,Kadokawa Games,,,33,33,2016
92,3,1530,1530,TOSE,0.16,13194,10708,10708,Chrono Trigger,14,14,Role-Playi,1.34,0.49,0.61,1,0.08,45,45,DS,416,416,Square Enix,8.9,57,38,38,2008
,3,,,,0,13195,10708,10708,Chrono Trigger,14,14,Role-Playi,2.31,2.02,0.28,1,0.01,63,63,SNES,237,237,SquareSoft,,,22,22,1995
,3,,,,0,13196,11220,11220,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,10,10,Sports,0.55,0.55,0,1,0,55,55,PS2,352,352,Sega,,,37,37,2002
,3,,,,0.11,13197,4331,4331,PGA Tour 97,10,10,Sports,0.29,0,0.16,1,0.02,34,34,PS,349,349,Electronic Arts,,,16,16,1996
77,3,1045,1045,Capcom,0.04,13198,4587,4587,Resident Evil: Revelations,6,6,Action,0.04,0,0,1,0,56,56,PC,353,353,Capcom,7,12,1,1,2013
75,3,1045,1045,Capcom,0.1,13199,4587,4587,Resident Evil: Revelations,6,6,Action,0.26,0.02,0.12,1,0.02,37,37,X360,353,353,Capcom,7.4,30,1,1,2013
80,3,1045,1045,Capcom,0.07,13200,4587,4587,Resident Evil: Revelations,6,6,Action,0.19,0.03,0.07,1,0.01,39,39,WiiU,353,353,Capcom,7.5,19,1,1,2013
74,3,1045,1045,Capcom,0.29,13201,4587,4587,Resident Evil: Revelations,6,6,Action,0.74,0.22,0.14,1,0.09,57,57,PS3,353,353,Capcom,7.2,30,1,1,2013
82,3,1045,1045,Capcom,0.22,13202,4587,4587,Resident Evil: Revelations,6,6,Action,0.88,0.3,0.3,1,0.05,61,61,3DS,353,353,Capcom,8.5,78,36,36,2012
,3,,,,0,13203,4843,4843,Kawaii Koinu DS 3,13,13,Simulation,0.02,0.02,0,1,0,45,45,DS,455,455,MTO,,,4,4,2010
85,3,404,404,Neversoft Entertainment,0.91,13204,5099,5099,Guitar Hero III: Legends of Rock,11,11,Misc,4.53,0.01,3.19,1,0.42,37,37,X360,2,2,Activision,7.9,69,19,19,2007
83,3,404,404,Neversoft Entertainment,0.53,13205,5099,5099,Guitar Hero III: Legends of Rock,11,11,Misc,2.24,0.02,1.4,1,0.3,57,57,PS3,2,2,Activision,7.8,45,19,19,2007
86,3,1260,1260,Vicarious Visions,1.11,13206,5099,5099,Guitar Hero III: Legends of Rock,11,11,Misc,4.6,0,3.04,1,0.43,33,33,Wii,2,2,Activision,8.4,36,19,19,2007
79,3,301,301,Aspyr,0,13207,5099,5099,Guitar Hero III: Legends of Rock,11,11,Misc,0.02,0,0.02,1,0,56,56,PC,93,93,Aspyr,7.2,15,19,19,2007
82,3,1404,1404,"Neversoft Entertainment, BudCat",0.01,13208,5099,5099,Guitar Hero III: Legends of Rock,11,11,Misc,4.98,0.01,3.49,1,1.48,55,55,PS2,2,2,Activision,8.2,24,19,19,2007
85,3,243,243,Irrational Games,0.02,13209,5355,5355,SWAT 4,8,8,Shooter,0.03,0,0,1,0,56,56,PC,4,4,Vivendi Games,8.6,49,3,3,2005
,3,,,,1.56,13210,5611,5611,Pok̩mon Crystal Version,14,14,Role-Playi,6.39,1.29,2.55,1,0.99,48,48,GB,351,351,Nintendo,,,21,21,2000
,3,,,,0.26,13211,5867,5867,Ghosts 'n Goblins,6,6,Action,1.64,0.61,0.74,1,0.03,54,54,NES,353,353,Capcom,,,6,6,1986
,3,,,,0,13212,6123,6123,Strike Witches: Shirogane no Tsubasa,12,12,Strategy,0.02,0.02,0,1,0,37,37,X360,80,80,CyberFront,,,4,4,2010
,3,,,,0,13213,6123,6123,Strike Witches: Shirogane no Tsubasa,12,12,Strategy,0.02,0.02,0,1,0,35,35,PSP,516,516,Kadokawa Shoten,,,36,36,2012
,3,1470,1470,Harmonix Music Systems,0,13214,6379,6379,Rock Band Track Pack: Classic Rock,11,11,Misc,0.22,0,0.21,1,0.02,33,33,Wii,57,57,MTV Games,0,,2,2,2009
70,3,1470,1470,Harmonix Music Systems,0,13215,6379,6379,Rock Band Track Pack: Classic Rock,11,11,Misc,0.07,0,0.07,1,0.01,37,37,X360,57,57,MTV Games,0,6,2,2,2009
,3,1470,1470,Harmonix Music Systems,0.08,13216,6379,6379,Rock Band Track Pack: Classic Rock,11,11,Misc,0.2,0,0.1,1,0.03,55,55,PS2,57,57,MTV Games,0,,2,2,2009
,3,1470,1470,Harmonix Music Systems,0,13217,6379,6379,Rock Band Track Pack: Classic Rock,11,11,Misc,0.11,0,0.1,1,0.01,57,57,PS3,57,57,MTV Games,0,,2,2,2009
51,3,1489,1489,MumboJumbo,0,13218,6635,6635,7 Wonders of the Ancient World,9,9,Puzzle,0.08,0,0.07,1,0.01,35,35,PSP,459,459,Mumbo Jumbo,0,10,19,19,2007
60,3,1631,1631,Hot Lava Games,0.01,13219,6635,6635,7 Wonders of the Ancient World,9,9,Puzzle,0.13,0,0.1,1,0.01,45,45,DS,129,129,Funsta,8.3,7,19,19,2007
,3,,,,0.38,13220,6891,6891,Pokemon Pinball: Ruby & Sapphire,11,11,Misc,1.56,0.44,0.68,1,0.05,44,44,GBA,351,351,Nintendo,,,29,29,2003
,3,,,,0.05,13221,7147,7147,Fox Sports College Hoops '99,10,10,Sports,0.25,0,0.2,1,0,58,58,N64,110,110,Fox Interactive,,,17,17,1998
,3,,,,0,13222,7403,7403,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,6,6,Action,0.05,0.04,0.01,1,0,49,49,PSV,68,68,Aksys Games,,,28,28,2015
85,3,1050,1050,Atlus,0,13223,7659,7659,Radiant Historia,14,14,Role-Playi,0.29,0.09,0.19,1,0.01,45,45,DS,360,360,Atlus,9,30,4,4,2010
,3,1470,1470,Harmonix Music Systems,0.05,13224,7915,7915,Rock Band Track Pack Volume 1,11,11,Misc,0.13,0,0.06,1,0.02,55,55,PS2,57,57,MTV Games,0,,38,38,2008
,3,,,,0.04,13225,7915,7915,Rock Band Track Pack Volume 1,11,11,Misc,0.23,0,0.17,1,0.02,33,33,Wii,57,57,MTV Games,,,38,38,2008
59,3,1218,1218,Squashy Software,0,13226,8171,8171,Platypus,8,8,Shooter,0.02,0,0.02,1,0,35,35,PSP,129,129,Funsta,0,14,7,7,2006
,3,,,,0.01,13227,8662,8662,Tail of the Sun,14,14,Role-Playi,0.02,0,0.01,1,0,34,34,PS,519,519,ArtDink,,,16,16,1996
80,3,1044,1044,Starbreeze,0.01,13228,9174,9174,The Chronicles of Riddick: Assault on Dark Athena,8,8,Shooter,0.01,0,0,1,0,56,56,PC,4,4,Vivendi Games,8,26,2,2,2009
80,3,1044,1044,Starbreeze,0.09,13229,9174,9174,The Chronicles of Riddick: Assault on Dark Athena,8,8,Shooter,0.25,0,0.12,1,0.04,57,57,PS3,4,4,Vivendi Games,7.7,45,2,2,2009
82,3,1044,1044,Starbreeze,0.1,13230,9174,9174,The Chronicles of Riddick: Assault on Dark Athena,8,8,Shooter,0.29,0,0.16,1,0.03,37,37,X360,262,262,Atari,8.2,67,2,2,2009
65,3,1257,1257,KCET,0.08,13231,9686,9686,Neo Contra,8,8,Shooter,0.21,0,0.1,1,0.03,55,55,PS2,205,205,Konami Digital Entertainment,7.1,37,27,27,2004
